TimeBST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />
2:50 am,16,13,82,1021,-9999,North,3.7,-,N/A,,Clear,350,2014-06-24 01:50:00<br />
3:00 am,15,13,78,1021,14,North,5.6,,,,,350,2014-06-24 02:00:00<br />
3:20 am,15,13,88,1021,-9999,North,7.4,-,N/A,,Clear,350,2014-06-24 02:20:00<br />
3:50 am,15,13,88,1021,9,Variable,5.6,-,N/A,,Unknown,0,2014-06-24 02:50:00<br />
4:00 am,14,12,83,1021,9,NW,5.6,,,,Light Haze,310,2014-06-24 03:00:00<br />
4:20 am,14,13,94,1020,8,Variable,5.6,-,N/A,,Unknown,0,2014-06-24 03:20:00<br />
4:50 am,14,13,94,1020,7,North,7.4,-,N/A,,Unknown,360,2014-06-24 03:50:00<br />
5:00 am,14,12,83,1020,6,North,5.6,,,,Light Haze,0,2014-06-24 04:00:00<br />
5:20 am,14,13,94,1020,1.5,NW,7.4,-,N/A,,Mostly Cloudy,320,2014-06-24 04:20:00<br />
5:50 am,14,13,94,1020,0.8,Variable,3.7,-,N/A,Fog,Fog,0,2014-06-24 04:50:00<br />
6:00 am,14,13,89,1021,0.8,WNW,7.4,,,Fog,Fog,300,2014-06-24 05:00:00<br />
6:20 am,14,13,94,1020,1,Variable,5.6,-,N/A,,Mostly Cloudy,0,2014-06-24 05:20:00<br />
6:50 am,14,13,94,1020,1.1,Variable,5.6,-,N/A,Fog,Patches of Fog,0,2014-06-24 05:50:00<br />
7:00 am,14,13,91,1021,4.4,NNW,7.4,,,Fog,Fog,330,2014-06-24 06:00:00<br />
7:20 am,14,13,94,1021,1.6,North,7.4,-,N/A,,Mostly Cloudy,360,2014-06-24 06:20:00<br />
7:50 am,15,14,94,1020,-9999,NNE,7.4,-,N/A,,Haze,30,2014-06-24 06:50:00<br />
8:00 am,15,13,85,1020,5,North,7.4,,,,Light Haze,0,2014-06-24 07:00:00<br />
8:20 am,16,14,88,1020,6,Variable,5.6,-,N/A,,Scattered Clouds,0,2014-06-24 07:20:00<br />
8:50 am,17,14,82,1020,9,Variable,3.7,-,N/A,,Partly Cloudy,0,2014-06-24 07:50:00<br />
9:00 am,18,13,65,1020,11,NNE,5.6,,,,Scattered Clouds,30,2014-06-24 08:00:00<br />
9:20 am,19,13,68,1020,10,Variable,3.7,-,N/A,,Partly Cloudy,0,2014-06-24 08:20:00<br />
9:50 am,20,13,64,1020,10,Variable,3.7,-,N/A,,Partly Cloudy,0,2014-06-24 08:50:00<br />
10:00 am,20,12,52,1020,15,East,3.7,,,,,90,2014-06-24 09:00:00<br />
10:20 am,21,12,56,1020,10,Variable,3.7,-,N/A,,Partly Cloudy,0,2014-06-24 09:20:00<br />
10:50 am,22,12,53,1020,10,Variable,5.6,-,N/A,,Partly Cloudy,0,2014-06-24 09:50:00<br />
11:20 am,22,11,50,1020,10,Variable,7.4,-,N/A,,Partly Cloudy,0,2014-06-24 10:20:00<br />
11:50 am,21,11,53,1020,10,Variable,5.6,-,N/A,,Partly Cloudy,0,2014-06-24 10:50:00<br />
12:00 pm,22,11,38,1020,19,NE,5.6,,,,Scattered Clouds,40,2014-06-24 11:00:00<br />
12:20 pm,22,11,50,1020,10,Variable,5.6,-,N/A,,Partly Cloudy,0,2014-06-24 11:20:00<br />
12:50 pm,24,12,47,1019,10,West,9.3,-,N/A,,Scattered Clouds,260,2014-06-24 11:50:00<br />
1:00 pm,22,11,38,1019,18,NNW,7.4,,,,Partly Cloudy,330,2014-06-24 12:00:00<br />
1:20 pm,23,12,50,1019,10,West,11.1,-,N/A,,Partly Cloudy,280,2014-06-24 12:20:00<br />
1:50 pm,23,13,53,1019,10,WNW,13,-,N/A,,Partly Cloudy,300,2014-06-24 12:50:00<br />
2:00 pm,23,13,41,1019,22,WNW,11.1,,,,Mostly Cloudy,300,2014-06-24 13:00:00<br />
2:20 pm,23,13,53,1019,-9999,NW,11.1,-,N/A,,Clear,320,2014-06-24 13:20:00<br />
2:50 pm,24,12,47,1018,10,NW,11.1,-,N/A,,Partly Cloudy,320,2014-06-24 13:50:00<br />
3:00 pm,24,12,38,1018,23,NW,13,,,,Partly Cloudy,310,2014-06-24 14:00:00<br />
3:20 pm,24,10,41,1018,10,NW,13,-,N/A,,Partly Cloudy,320,2014-06-24 14:20:00<br />
3:50 pm,25,9,36,1018,10,WNW,16.7,-,N/A,,Partly Cloudy,290,2014-06-24 14:50:00<br />
4:00 pm,24,9,27,1018,30,WNW,14.8,,,,,300,2014-06-24 15:00:00<br />
4:20 pm,24,9,38,1018,10,NW,14.8,-,N/A,,Partly Cloudy,310,2014-06-24 15:20:00<br />
4:50 pm,24,10,41,1017,10,NW,13,-,N/A,,Partly Cloudy,310,2014-06-24 15:50:00<br />
5:00 pm,24,10,33,1017,27,NW,14.8,,,,Scattered Clouds,310,2014-06-24 16:00:00<br />
5:20 pm,24,10,41,1017,-9999,NW,16.7,-,N/A,,Clear,320,2014-06-24 16:20:00<br />
5:50 pm,24,9,38,1017,-9999,NW,16.7,-,N/A,,Clear,310,2014-06-24 16:50:00<br />
6:00 pm,24,10,31,1017,35,NW,14.8,,,,Scattered Clouds,310,2014-06-24 17:00:00<br />
6:20 pm,24,9,38,1017,-9999,North,14.8,-,N/A,,Clear,350,2014-06-24 17:20:00<br />
6:50 pm,24,10,41,1017,10,North,14.8,-,N/A,,Partly Cloudy,350,2014-06-24 17:50:00<br />
7:00 pm,23,10,33,1017,35,NNW,14.8,,,,Partly Cloudy,330,2014-06-24 18:00:00<br />
7:20 pm,23,10,44,1017,10,North,14.8,-,N/A,,Partly Cloudy,350,2014-06-24 18:20:00<br />
7:50 pm,21,12,56,1017,10,NNE,18.5,37,N/A,,Partly Cloudy,30,2014-06-24 18:50:00<br />
8:00 pm,20,12,50,1018,30,North,22.2,,,,Scattered Clouds,10,2014-06-24 19:00:00<br />
8:20 pm,19,13,68,1018,10,NNE,16.7,-,N/A,,Partly Cloudy,20,2014-06-24 19:20:00<br />
8:50 pm,18,13,73,1018,10,NE,20.4,-,N/A,,Partly Cloudy,40,2014-06-24 19:50:00<br />
9:00 pm,18,13,64,1018,25,NE,20.4,,,,Scattered Clouds,50,2014-06-24 20:00:00<br />
9:20 pm,17,13,77,1018,10,NE,16.7,-,N/A,,Scattered Clouds,40,2014-06-24 20:20:00<br />
9:50 pm,17,13,77,1018,10,NE,14.8,-,N/A,,Mostly Cloudy,40,2014-06-24 20:50:00<br />
10:00 pm,17,13,70,1019,24,NE,16.7,,,,Partly Cloudy,40,2014-06-24 21:00:00<br />
10:20 pm,17,13,77,1018,10,NE,13,-,N/A,,Mostly Cloudy,50,2014-06-24 21:20:00<br />
10:50 pm,17,13,77,1018,10,NE,14.8,-,N/A,,Mostly Cloudy,50,2014-06-24 21:50:00<br />
11:00 pm,17,13,71,1019,30,NE,16.7,,,,Scattered Clouds,40,2014-06-24 22:00:00<br />
11:20 pm,16,13,82,1018,10,NE,13,-,N/A,,Overcast,40,2014-06-24 22:20:00<br />
11:50 pm,16,12,77,1019,10,NE,16.7,-,N/A,,Mostly Cloudy,50,2014-06-24 22:50:00<br />
12:00 am,16,12,68,1019,19,NE,16.7,,,,Mostly Cloudy,40,2014-06-24 23:00:00<br />
12:20 am,16,12,77,1019,10,NE,16.7,-,N/A,,Mostly Cloudy,50,2014-06-24 23:20:00<br />
12:50 am,15,12,82,1019,10,NE,13,-,N/A,,Mostly Cloudy,40,2014-06-24 23:50:00<br />
1:00 am,15,11,70,1019,30,NE,14.8,,,,Scattered Clouds,40,2014-06-25 00:00:00<br />
1:20 am,14,10,77,1019,10,NE,13,-,N/A,,Scattered Clouds,50,2014-06-25 00:20:00<br />
1:50 am,13,9,77,1019,10,NE,13,-,N/A,,Partly Cloudy,50,2014-06-25 00:50:00<br />
2:00 am,13,9,66,1019,45,NE,13,,,,Scattered Clouds,40,2014-06-25 01:00:00<br />
2:20 am,13,9,77,1019,10,NE,9.3,-,N/A,,Unknown,50,2014-06-25 01:20:00<br />
2:50 am,13,9,77,1019,-9999,NE,9.3,-,N/A,,Clear,40,2014-06-25 01:50:00<br />
3:00 am,12,9,72,1020,45,NE,11.1,,,,,40,2014-06-25 02:00:00<br />
3:20 am,12,9,82,1019,-9999,NE,13,-,N/A,,Clear,40,2014-06-25 02:20:00<br />
3:50 am,12,9,82,1019,-9999,NE,9.3,-,N/A,,Clear,50,2014-06-25 02:50:00<br />
4:00 am,12,8,74,1019,30,NE,13,,,,,40,2014-06-25 03:00:00<br />
4:20 am,12,9,82,1019,-9999,NE,9.3,-,N/A,,Clear,50,2014-06-25 03:20:00<br />
4:50 am,12,9,82,1019,-9999,NE,9.3,-,N/A,,Clear,50,2014-06-25 03:50:00<br />
5:00 am,12,8,75,1019,19,NE,11.1,,,,,40,2014-06-25 04:00:00<br />
5:20 am,12,9,82,1019,10,NE,9.3,-,N/A,,Unknown,40,2014-06-25 04:20:00<br />
5:50 am,12,9,82,1019,-9999,NE,9.3,-,N/A,,Clear,50,2014-06-25 04:50:00<br />
6:00 am,12,8,71,1019,21,NE,9.3,,,,,40,2014-06-25 05:00:00<br />
6:20 am,13,9,77,1019,10,NE,7.4,-,N/A,,Partly Cloudy,50,2014-06-25 05:20:00<br />
6:50 am,13,9,77,1019,-9999,ENE,9.3,-,N/A,,Clear,60,2014-06-25 05:50:00<br />
7:00 am,14,8,61,1019,25,NE,9.3,,,,,50,2014-06-25 06:00:00<br />
7:20 am,14,8,67,1019,-9999,ENE,13,-,N/A,,Clear,60,2014-06-25 06:20:00<br />
7:50 am,15,7,59,1019,10,ENE,14.8,-,N/A,,Partly Cloudy,60,2014-06-25 06:50:00<br />
8:00 am,15,6,43,1019,30,NE,14.8,,,,,50,2014-06-25 07:00:00<br />
8:20 am,16,6,52,1019,10,NE,14.8,-,N/A,,Partly Cloudy,40,2014-06-25 07:20:00<br />
8:50 am,16,6,52,1019,10,ENE,13,-,N/A,,Partly Cloudy,60,2014-06-25 07:50:00<br />
9:00 am,16,6,39,1019,30,NE,18.5,,,,Scattered Clouds,50,2014-06-25 08:00:00<br />
9:20 am,17,6,48,1019,10,ENE,14.8,-,N/A,,Partly Cloudy,60,2014-06-25 08:20:00<br />
9:50 am,17,6,48,1019,10,ENE,14.8,-,N/A,,Partly Cloudy,70,2014-06-25 08:50:00<br />
10:00 am,17,6,36,1019,27,ENE,13,,,,Scattered Clouds,60,2014-06-25 09:00:00<br />
10:20 am,17,6,48,1019,10,NE,11.1,-,N/A,,Scattered Clouds,50,2014-06-25 09:20:00<br />
10:50 am,17,6,48,1019,10,NE,13,-,N/A,,Scattered Clouds,50,2014-06-25 09:50:00<br />
11:00 am,18,7,39,1019,30,NNE,11.1,,,,Partly Cloudy,30,2014-06-25 10:00:00<br />
11:20 am,19,6,43,1019,10,NE,11.1,-,N/A,,Partly Cloudy,40,2014-06-25 10:20:00<br />
11:50 am,18,6,45,1019,10,NE,14.8,-,N/A,,Partly Cloudy,40,2014-06-25 10:50:00<br />
12:20 pm,19,6,43,1018,10,NE,14.8,-,N/A,,Scattered Clouds,50,2014-06-25 11:20:00<br />
12:50 pm,20,6,40,1018,10,ENE,9.3,-,N/A,,Partly Cloudy,60,2014-06-25 11:50:00<br />
1:00 pm,19,6,31,1018,29,East,11.1,,,,Scattered Clouds,80,2014-06-25 12:00:00<br />
1:20 pm,20,6,40,1018,10,East,11.1,-,N/A,,Partly Cloudy,100,2014-06-25 12:20:00<br />
1:50 pm,20,5,37,1018,-9999,ENE,13,-,N/A,,Clear,60,2014-06-25 12:50:00<br />
2:00 pm,19,6,30,1018,29,NNE,11.1,,,,Mostly Cloudy,20,2014-06-25 13:00:00<br />
2:20 pm,20,4,35,1018,-9999,NNE,9.3,-,N/A,,Clear,20,2014-06-25 13:20:00<br />
2:50 pm,20,5,37,1018,-9999,East,7.4,-,N/A,,Clear,90,2014-06-25 13:50:00<br />
3:00 pm,20,6,29,1018,30,North,11.1,,,,Mostly Cloudy,350,2014-06-25 14:00:00<br />
3:20 pm,20,5,37,1018,-9999,Variable,7.4,-,N/A,,Clear,0,2014-06-25 14:20:00<br />
3:50 pm,20,4,35,1017,-9999,Variable,5.6,-,N/A,,Clear,0,2014-06-25 14:50:00<br />
4:00 pm,21,6,25,1018,30,SSE,5.6,,,,Mostly Cloudy,160,2014-06-25 15:00:00<br />
4:20 pm,20,5,37,1017,-9999,Variable,5.6,-,N/A,,Clear,0,2014-06-25 15:20:00<br />
4:50 pm,21,4,33,1017,-9999,Variable,3.7,-,N/A,,Clear,0,2014-06-25 15:50:00<br />
5:00 pm,21,5,25,1017,30,North,9.3,,,,Partly Cloudy,350,2014-06-25 16:00:00<br />
5:20 pm,20,5,37,1017,-9999,North,9.3,-,N/A,,Clear,350,2014-06-25 16:20:00<br />
5:50 pm,21,4,33,1017,-9999,North,9.3,-,N/A,,Clear,360,2014-06-25 16:50:00<br />
6:00 pm,21,5,25,1017,30,NNW,7.4,,,,Scattered Clouds,330,2014-06-25 17:00:00<br />
6:20 pm,21,4,33,1017,-9999,Variable,5.6,-,N/A,,Clear,0,2014-06-25 17:20:00<br />
6:50 pm,20,4,35,1016,-9999,North,7.4,-,N/A,,Clear,360,2014-06-25 17:50:00<br />
7:00 pm,20,4,23,1017,28,North,7.4,,,,Partly Cloudy,10,2014-06-25 18:00:00<br />
7:20 pm,21,4,33,1016,-9999,Variable,7.4,-,N/A,,Clear,0,2014-06-25 18:20:00<br />
7:50 pm,20,5,37,1016,-9999,NE,11.1,-,N/A,,Clear,40,2014-06-25 18:50:00<br />
8:00 pm,20,5,25,1016,28,NNE,9.3,,,,Partly Cloudy,20,2014-06-25 19:00:00<br />
8:20 pm,19,5,40,1016,-9999,NE,11.1,-,N/A,,Clear,40,2014-06-25 19:20:00<br />
8:50 pm,19,5,40,1016,-9999,NE,9.3,-,N/A,,Clear,50,2014-06-25 19:50:00<br />
9:00 pm,19,6,30,1017,29,NNE,11.1,,,,Scattered Clouds,20,2014-06-25 20:00:00<br />
9:20 pm,17,7,52,1017,-9999,East,11.1,-,N/A,,Clear,90,2014-06-25 20:20:00<br />
9:50 pm,17,8,55,1017,10,ESE,16.7,-,N/A,,Partly Cloudy,110,2014-06-25 20:50:00<br />
10:00 pm,17,8,42,1017,29,East,14.8,,,,Partly Cloudy,100,2014-06-25 21:00:00<br />
10:20 pm,17,8,55,1017,10,East,18.5,-,N/A,,Scattered Clouds,100,2014-06-25 21:20:00<br />
10:50 pm,16,8,59,1017,10,East,13,-,N/A,,Mostly Cloudy,100,2014-06-25 21:50:00<br />
11:00 pm,16,8,46,1017,28,East,14.8,,,,Mostly Cloudy,100,2014-06-25 22:00:00<br />
11:20 pm,16,8,59,1017,10,East,18.5,-,N/A,,Scattered Clouds,100,2014-06-25 22:20:00<br />
11:50 pm,15,8,63,1017,10,East,16.7,-,N/A,,Scattered Clouds,100,2014-06-25 22:50:00<br />
12:00 am,15,7,47,1018,29,East,16.7,,,,Partly Cloudy,90,2014-06-25 23:00:00<br />
12:20 am,15,8,63,1017,10,ESE,14.8,-,N/A,,Scattered Clouds,110,2014-06-25 23:20:00<br />
12:50 am,14,8,67,1017,10,ESE,13,-,N/A,,Partly Cloudy,120,2014-06-25 23:50:00<br />
1:00 am,14,7,51,1017,30,ESE,14.8,,,,Partly Cloudy,120,2014-06-26 00:00:00<br />
1:20 am,14,8,67,1017,10,ESE,9.3,-,N/A,,Unknown,120,2014-06-26 00:20:00<br />
1:50 am,13,8,72,1017,10,ESE,11.1,-,N/A,,Unknown,120,2014-06-26 00:50:00<br />
2:00 am,14,7,58,1017,30,SE,9.3,,,,Partly Cloudy,130,2014-06-26 01:00:00<br />
2:20 am,13,8,72,1017,10,ESE,9.3,-,N/A,,Unknown,120,2014-06-26 01:20:00<br />
2:50 am,13,8,72,1017,-9999,SSE,7.4,-,N/A,,Clear,150,2014-06-26 01:50:00<br />
3:00 am,13,7,59,1017,30,SE,9.3,,,,Scattered Clouds,130,2014-06-26 02:00:00<br />
3:20 am,12,7,72,1017,-9999,SE,9.3,-,N/A,,Clear,130,2014-06-26 02:20:00<br />
3:50 am,11,7,76,1017,-9999,ESE,5.6,-,N/A,,Clear,120,2014-06-26 02:50:00<br />
4:00 am,12,7,63,1017,22,ESE,9.3,,,,Partly Cloudy,120,2014-06-26 03:00:00<br />
4:20 am,12,8,77,1017,-9999,East,5.6,-,N/A,,Clear,100,2014-06-26 03:20:00<br />
4:50 am,12,8,77,1016,-9999,ENE,5.6,-,N/A,,Clear,60,2014-06-26 03:50:00<br />
5:00 am,12,7,63,1017,22,NE,5.6,,,,Scattered Clouds,50,2014-06-26 04:00:00<br />
5:20 am,12,8,77,1016,-9999,Variable,5.6,-,N/A,,Clear,0,2014-06-26 04:20:00<br />
5:50 am,12,8,77,1016,-9999,ENE,7.4,-,N/A,,Clear,60,2014-06-26 04:50:00<br />
6:00 am,13,7,59,1016,21,NE,5.6,,,,,50,2014-06-26 05:00:00<br />
6:20 am,13,8,72,1016,-9999,NE,7.4,-,N/A,,Clear,40,2014-06-26 05:20:00<br />
6:50 am,14,8,67,1016,-9999,Variable,5.6,-,N/A,,Clear,0,2014-06-26 05:50:00<br />
7:00 am,14,8,56,1016,22,NE,7.4,,,,,40,2014-06-26 06:00:00<br />
7:20 am,15,8,63,1016,-9999,ENE,7.4,-,N/A,,Clear,60,2014-06-26 06:20:00<br />
7:50 am,16,7,55,1016,-9999,Variable,5.6,-,N/A,,Clear,0,2014-06-26 06:50:00<br />
8:00 am,16,7,43,1016,24,East,5.6,,,,Mostly Cloudy,100,2014-06-26 07:00:00<br />
8:20 am,16,7,55,1016,10,East,11.1,-,N/A,,Partly Cloudy,80,2014-06-26 07:20:00<br />
8:50 am,17,7,52,1016,10,ENE,14.8,-,N/A,,Partly Cloudy,70,2014-06-26 07:50:00<br />
9:00 am,16,6,39,1016,30,ENE,13,,,,Mostly Cloudy,60,2014-06-26 08:00:00<br />
9:20 am,17,7,52,1016,10,East,11.1,-,N/A,,Partly Cloudy,80,2014-06-26 08:20:00<br />
9:50 am,17,7,52,1016,10,East,11.1,-,N/A,,Partly Cloudy,90,2014-06-26 08:50:00<br />
10:00 am,17,7,41,1016,26,East,9.3,,,,Scattered Clouds,80,2014-06-26 09:00:00<br />
10:20 am,17,7,52,1016,10,ENE,13,-,N/A,,Partly Cloudy,60,2014-06-26 09:20:00<br />
10:50 am,18,7,49,1016,10,East,13,-,N/A,,Partly Cloudy,80,2014-06-26 09:50:00<br />
11:00 am,18,7,37,1016,30,East,11.1,,,,Partly Cloudy,80,2014-06-26 10:00:00<br />
11:20 am,19,7,46,1016,10,ESE,14.8,-,N/A,,Partly Cloudy,110,2014-06-26 10:20:00<br />
11:50 am,19,7,46,1016,10,ESE,14.8,-,N/A,,Partly Cloudy,110,2014-06-26 10:50:00<br />
